0 0 0.717142 0.650000
0 1 0.511687 0.402577
0 2 0.455852 0.397694
0 3 0.472925 0.392340
0 4 0.505812 0.395600
0 5 0.507516 0.384673
0 6 0.488098 0.390794
0 7 0.491165 0.389098
0 8 0.416772 0.374162
0 9 0.488357 0.378272
0 10 0.475742 0.376923
0 11 0.527200 0.376209
0 12 0.447853 0.430838
0 13 0.449603 0.385510
0 14 0.419448 0.350919
0 15 0.385420 0.358607
0 16 0.399455 0.330868
0 17 0.458765 0.445244
0 18 0.488227 0.373859
0 19 0.466044 0.354571
0 20 0.416364 0.346331
0 21 0.388405 0.326044
0 22 0.558034 0.000000
0 23 0.364430 0.410000
1 0 0.511687 0.402577
1 1 0.547688 0.600000
1 2 0.456642 0.401524
1 3 0.414073 0.387145
1 4 0.400780 0.387380
1 5 0.419287 0.402884
1 6 0.475989 0.402604
1 7 0.666926 0.409003
1 8 0.415634 0.385457
1 9 0.602174 0.392233
1 10 0.587267 0.392744
1 11 0.523571 0.384373
1 12 0.394752 0.437710
1 13 0.591088 0.474428
1 14 0.376535 0.370399
1 15 0.372962 0.370705
1 16 0.351704 0.357775
1 17 0.413585 0.457929
1 18 0.447043 0.500000
1 19 0.537558 0.404523
1 20 0.518169 0.469752
1 21 0.513986 0.444582
1 22 0.680039 0.000000
1 23 0.390222 0.360000
2 0 0.455852 0.397694
2 1 0.456642 0.401524
2 2 0.710026 0.400000
2 3 0.468719 0.397581
2 4 0.519713 0.478171
2 5 0.495958 0.400396
2 6 0.499333 0.424091
2 7 0.569292 0.399651
2 8 0.424572 0.368469
2 9 0.547203 0.410542
2 10 0.525309 0.392279
2 11 0.544900 0.375530
2 12 0.435452 0.420566
2 13 0.507465 0.455105
2 14 0.412980 0.374266
2 15 0.389396 0.372469
2 16 0.378456 0.349500
2 17 0.418558 0.500000
2 18 0.489059 0.420451
2 19 0.493450 0.500000
2 20 0.463361 0.335365
2 21 0.437111 0.500000
2 22 0.626066 0.000000
2 23 0.385881 0.390000
3 0 0.472925 0.392340
3 1 0.414073 0.387145
3 2 0.468719 0.397581
3 3 0.560869 0.450000
3 4 0.430642 0.382871
3 5 0.451913 0.382467
3 6 0.451261 0.393012
3 7 0.655014 0.384307
3 8 0.407544 0.387143
3 9 0.507317 0.399901
3 10 0.465579 0.379120
3 11 0.545299 0.396605
3 12 0.402416 0.417407
3 13 0.498121 0.500000
3 14 0.396113 0.360971
3 15 0.388801 0.364789
3 16 0.398496 0.444902
3 17 0.476529 0.500000
3 18 0.432765 0.500000
3 19 0.506027 0.346136
3 20 0.426922 0.298359
3 21 0.451962 0.500000
3 22 0.616562 0.000000
3 23 0.366277 0.310000
4 0 0.505812 0.395600
4 1 0.400780 0.387380
4 2 0.519713 0.478171
4 3 0.430642 0.382871
4 4 0.204400 0.560000
4 5 0.367693 0.386369
4 6 0.460572 0.385360
4 7 0.546427 0.391727
4 8 0.346615 0.428175
4 9 0.480668 0.417340
4 10 0.521727 0.465841
4 11 0.314305 0.394556
4 12 0.487955 0.452446
4 13 0.591183 0.500000
4 14 0.292649 0.449636
4 15 0.300009 0.357931
4 16 0.308064 0.388249
4 17 0.478423 0.374413
4 18 0.395916 0.326642
4 19 0.445424 0.346296
4 20 0.463853 0.275388
4 21 0.543092 0.327614
4 22 0.506747 0.000000
4 23 0.314222 0.350000
5 0 0.507516 0.384673
5 1 0.419287 0.402884
5 2 0.495958 0.400396
5 3 0.451913 0.382467
5 4 0.367693 0.386369
5 5 0.616539 0.650000
5 6 0.469285 0.381492
5 7 0.650283 0.371463
5 8 0.437652 0.370078
5 9 0.560267 0.373530
5 10 0.580187 0.368452
5 11 0.457992 0.357257
5 12 0.458424 0.458684
5 13 0.615843 0.500000
5 14 0.352555 0.340813
5 15 0.381699 0.338467
5 16 0.371488 0.403184
5 17 0.460387 0.443383
5 18 0.476104 0.500000
5 19 0.539333 0.357963
5 20 0.518361 0.335360
5 21 0.555674 0.500000
5 22 0.634678 0.000000
5 23 0.394466 0.320000
6 0 0.488098 0.390794
6 1 0.475989 0.402604
6 2 0.499333 0.424091
6 3 0.451261 0.393012
6 4 0.460572 0.385360
6 5 0.469285 0.381492
6 6 0.650692 0.500000
6 7 0.555409 0.376599
6 8 0.391742 0.359682
6 9 0.445896 0.370292
6 10 0.439593 0.363170
6 11 0.481297 0.357491
6 12 0.452925 0.403795
6 13 0.469968 0.394119
6 14 0.383593 0.361793
6 15 0.380484 0.332550
6 16 0.379000 0.307810
6 17 0.477805 0.452123
6 18 0.437022 0.478715
6 19 0.471122 0.365608
6 20 0.395231 0.308135
6 21 0.439665 0.334744
6 22 0.512690 0.000000
6 23 0.343106 0.290000
7 0 0.491165 0.389098
7 1 0.666926 0.409003
7 2 0.569292 0.399651
7 3 0.655014 0.384307
7 4 0.546427 0.391727
7 5 0.650283 0.371463
7 6 0.555409 0.376599
7 7 0.218575 0.680000
7 8 0.405443 0.377379
7 9 0.406181 0.362647
7 10 0.412519 0.360670
7 11 0.460915 0.350112
7 12 0.603946 0.408430
7 13 0.357840 0.379668
7 14 0.479107 0.343719
7 15 0.398939 0.324750
7 16 0.427308 0.329765
7 17 0.533342 0.445788
7 18 0.545987 0.500000
7 19 0.340255 0.374717
7 20 0.370608 0.282551
7 21 0.342195 0.328161
7 22 0.350779 0.000000
7 23 0.369468 0.290000
8 0 0.416772 0.374162
8 1 0.415634 0.385457
8 2 0.424572 0.368469
8 3 0.407544 0.387143
8 4 0.346615 0.428175
8 5 0.437652 0.370078
8 6 0.391742 0.359682
8 7 0.405443 0.377379
8 8 0.400092 0.550000
8 9 0.397021 0.340438
8 10 0.372939 0.329618
8 11 0.380981 0.340493
8 12 0.392428 0.376845
8 13 0.370869 0.325469
8 14 0.293860 0.302878
8 15 0.242906 0.292804
8 16 0.243854 0.270727
8 17 0.393303 0.413620
8 18 0.350970 0.266949
8 19 0.325884 0.292593
8 20 0.299973 0.235954
8 21 0.306022 0.220156
8 22 0.431472 0.000000
8 23 0.201219 0.250000
9 0 0.488357 0.378272
9 1 0.602174 0.392233
9 2 0.547203 0.410542
9 3 0.507317 0.399901
9 4 0.480668 0.417340
9 5 0.560267 0.373530
9 6 0.445896 0.370292
9 7 0.406181 0.362647
9 8 0.397021 0.340438
9 9 0.521459 0.650000
9 10 0.344733 0.335118
9 11 0.455757 0.340476
9 12 0.571911 0.423238
9 13 0.409705 0.377457
9 14 0.423219 0.305587
9 15 0.411289 0.301639
9 16 0.453123 0.282584
9 17 0.595099 0.392524
9 18 0.481718 0.292516
9 19 0.392101 0.312267
9 20 0.337280 0.273311
9 21 0.421101 0.257447
9 22 0.363045 0.000000
9 23 0.346205 0.290000
10 0 0.475742 0.376923
10 1 0.587267 0.392744
10 2 0.525309 0.392279
10 3 0.465579 0.379120
10 4 0.521727 0.465841
10 5 0.580187 0.368452
10 6 0.439593 0.363170
10 7 0.412519 0.360670
10 8 0.372939 0.329618
10 9 0.344733 0.335118
10 10 0.458661 0.550000
10 11 0.498286 0.347235
10 12 0.528777 0.416463
10 13 0.312915 0.360084
10 14 0.430176 0.295034
10 15 0.399878 0.288627
10 16 0.430512 0.264189
10 17 0.561533 0.500000
10 18 0.459137 0.266409
10 19 0.375162 0.280693
10 20 0.266342 0.235389
10 21 0.331988 0.229614
10 22 0.381342 0.000000
10 23 0.316725 0.290000
11 0 0.527200 0.376209
11 1 0.523571 0.384373
11 2 0.544900 0.375530
11 3 0.545299 0.396605
11 4 0.314305 0.394556
11 5 0.457992 0.357257
11 6 0.481297 0.357491
11 7 0.460915 0.350112
11 8 0.380981 0.340493
11 9 0.455757 0.340476
11 10 0.498286 0.347235
11 11 0.507025 0.550000
11 12 0.568157 0.369893
11 13 0.557016 0.342033
11 14 0.359734 0.311547
11 15 0.354235 0.295209
11 16 0.373899 0.282049
11 17 0.533298 0.361279
11 18 0.455781 0.282463
11 19 0.415747 0.292096
11 20 0.458498 0.246720
11 21 0.521897 0.255989
11 22 0.450220 0.000000
11 23 0.358847 0.290000
12 0 0.447853 0.430838
12 1 0.394752 0.437710
12 2 0.435452 0.420566
12 3 0.402416 0.417407
12 4 0.487955 0.452446
12 5 0.458424 0.458684
12 6 0.452925 0.403795
12 7 0.603946 0.408430
12 8 0.392428 0.376845
12 9 0.571911 0.423238
12 10 0.528777 0.416463
12 11 0.568157 0.369893
12 12 0.529029 0.580000
12 13 0.472329 0.358969
12 14 0.394480 0.315012
12 15 0.359042 0.341682
12 16 0.333117 0.324492
12 17 0.356714 0.314003
12 18 0.437091 0.355349
12 19 0.505441 0.382358
12 20 0.447612 0.239707
12 21 0.384595 0.310950
12 22 0.653189 0.000000
12 23 0.351479 0.330000
13 0 0.449603 0.385510
13 1 0.591088 0.474428
13 2 0.507465 0.455105
13 3 0.498121 0.500000
13 4 0.591183 0.500000
13 5 0.615843 0.500000
13 6 0.469968 0.394119
13 7 0.357840 0.379668
13 8 0.370869 0.325469
13 9 0.409705 0.377457
13 10 0.312915 0.360084
13 11 0.557016 0.342033
13 12 0.472329 0.358969
13 13 0.317857 0.550000
13 14 0.453033 0.293875
13 15 0.393996 0.297584
13 16 0.403479 0.276169
13 17 0.491041 0.320558
13 18 0.467240 0.323313
13 19 0.364964 0.296296
13 20 0.251408 0.215291
13 21 0.205989 0.258917
13 22 0.417892 0.000000
13 23 0.306441 0.240000
14 0 0.419448 0.350919
14 1 0.376535 0.370399
14 2 0.412980 0.374266
14 3 0.396113 0.360971
14 4 0.292649 0.449636
14 5 0.352555 0.340813
14 6 0.383593 0.361793
14 7 0.479107 0.343719
14 8 0.293860 0.302878
14 9 0.423219 0.305587
14 10 0.430176 0.295034
14 11 0.359734 0.311547
14 12 0.394480 0.315012
14 13 0.453033 0.293875
14 14 0.381265 0.520000
14 15 0.234198 0.255248
14 16 0.228388 0.221353
14 17 0.378063 0.417337
14 18 0.381999 0.222114
14 19 0.386165 0.238821
14 20 0.349911 0.175972
14 21 0.394604 0.160647
14 22 0.487264 0.000000
14 23 0.220611 0.170000
15 0 0.385420 0.358607
15 1 0.372962 0.370705
15 2 0.389396 0.372469
15 3 0.388801 0.364789
15 4 0.300009 0.357931
15 5 0.381699 0.338467
15 6 0.380484 0.332550
15 7 0.398939 0.324750
15 8 0.242906 0.292804
15 9 0.411289 0.301639
15 10 0.399878 0.288627
15 11 0.354235 0.295209
15 12 0.359042 0.341682
15 13 0.393996 0.297584
15 14 0.234198 0.255248
15 15 0.268672 0.450000
15 16 0.178724 0.204231
15 17 0.332972 0.346030
15 18 0.363736 0.173580
15 19 0.335517 0.225028
15 20 0.301050 0.153886
15 21 0.320063 0.145796
15 22 0.455884 0.000000
15 23 0.157879 0.180000
16 0 0.399455 0.330868
16 1 0.351704 0.357775
16 2 0.378456 0.349500
16 3 0.398496 0.444902
16 4 0.308064 0.388249
16 5 0.371488 0.403184
16 6 0.379000 0.307810
16 7 0.427308 0.329765
16 8 0.243854 0.270727
16 9 0.453123 0.282584
16 10 0.430512 0.264189
16 11 0.373899 0.282049
16 12 0.333117 0.324492
16 13 0.403479 0.276169
16 14 0.228388 0.221353
16 15 0.178724 0.204231
16 16 0.208627 0.300000
16 17 0.297093 0.318490
16 18 0.358803 0.149754
16 19 0.355741 0.193095
16 20 0.322752 0.117618
16 21 0.314186 0.104810
16 22 0.492849 0.000000
16 23 0.165868 0.140000
17 0 0.458765 0.445244
17 1 0.413585 0.457929
17 2 0.418558 0.500000
17 3 0.476529 0.500000
17 4 0.478423 0.374413
17 5 0.460387 0.443383
17 6 0.477805 0.452123
17 7 0.533342 0.445788
17 8 0.393303 0.413620
17 9 0.595099 0.392524
17 10 0.561533 0.500000
17 11 0.533298 0.361279
17 12 0.356714 0.314003
17 13 0.491041 0.320558
17 14 0.378063 0.417337
17 15 0.332972 0.346030
17 16 0.297093 0.318490
17 17 0.499567 0.250000
17 18 0.467141 0.354026
17 19 0.485351 0.470611
17 20 0.468949 0.144180
17 21 0.396302 0.291805
17 22 0.639474 0.000000
17 23 0.350253 0.130000
18 0 0.488227 0.373859
18 1 0.447043 0.500000
18 2 0.489059 0.420451
18 3 0.432765 0.500000
18 4 0.395916 0.326642
18 5 0.476104 0.500000
18 6 0.437022 0.478715
18 7 0.545987 0.500000
18 8 0.350970 0.266949
18 9 0.481718 0.292516
18 10 0.459137 0.266409
18 11 0.455781 0.282463
18 12 0.437091 0.355349
18 13 0.467240 0.323313
18 14 0.381999 0.222114
18 15 0.363736 0.173580
18 16 0.358803 0.149754
18 17 0.467141 0.354026
18 18 0.653191 0.250000
18 19 0.450015 0.136624
18 20 0.413281 0.089361
18 21 0.417545 0.064114
18 22 0.531501 0.000000
18 23 0.334928 0.130000
19 0 0.466044 0.354571
19 1 0.537558 0.404523
19 2 0.493450 0.500000
19 3 0.506027 0.346136
19 4 0.445424 0.346296
19 5 0.539333 0.357963
19 6 0.471122 0.365608
19 7 0.340255 0.374717
19 8 0.325884 0.292593
19 9 0.392101 0.312267
19 10 0.375162 0.280693
19 11 0.415747 0.292096
19 12 0.505441 0.382358
19 13 0.364964 0.296296
19 14 0.386165 0.238821
19 15 0.335517 0.225028
19 16 0.355741 0.193095
19 17 0.485351 0.470611
19 18 0.450015 0.136624
19 19 0.527455 0.250000
19 20 0.315949 0.047424
19 21 0.327725 0.065031
19 22 0.384808 0.000000
19 23 0.289922 0.160000
20 0 0.416364 0.346331
20 1 0.518169 0.469752
20 2 0.463361 0.335365
20 3 0.426922 0.298359
20 4 0.463853 0.275388
20 5 0.518361 0.335360
20 6 0.395231 0.308135
20 7 0.370608 0.282551
20 8 0.299973 0.235954
20 9 0.337280 0.273311
20 10 0.266342 0.235389
20 11 0.458498 0.246720
20 12 0.447612 0.239707
20 13 0.251408 0.215291
20 14 0.349911 0.175972
20 15 0.301050 0.153886
20 16 0.322752 0.117618
